Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-large and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2025-01-09 11:27:36,765] Using an existing study with name 'RTSP-GATv2-FacebookAI-roberta-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:36:22,803] Trial 91 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5592169400856513, 'batch_size': 241, 'attention_heads': 6, 'hidden_dimension': 225, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39012445022419606, 'global_pooling': 'max', 'learning_rate': 0.0008222575598484658, 'weight_decay': 5.517741939890411e-05, 'beta_0': 0.8601743537063061, 'beta_1': 0.990798152343551, 'epsilon': 4.275960740862204e-07, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:47:40,235] Trial 243 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.45269323561555536, 'batch_size': 83, 'attention_heads': 8, 'hidden_dimension': 95, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3963927776053978, 'global_pooling': 'max', 'learning_rate': 0.0010210355592937355, 'weight_decay': 0.0002948634480474838, 'beta_0': 0.849045320103033, 'beta_1': 0.9848611057144645, 'epsilon': 3.981381214924776e-08, 'balanced_loss': False, 'epochs': 164, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:54:59,315] Trial 244 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.46709676929165606, 'batch_size': 107, 'attention_heads': 8, 'hidden_dimension': 224, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4026072063054671, 'global_pooling': 'max', 'learning_rate': 0.001237073334702807, 'weight_decay': 0.0002501754211845309, 'beta_0': 0.8504156360902005, 'beta_1': 0.985400490769643, 'epsilon': 7.656671541739556e-08, 'balanced_loss': False, 'epochs': 170, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:01:45,860] Trial 245 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5040849868395278, 'batch_size': 72, 'attention_heads': 14, 'hidden_dimension': 99, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38063849163901087, 'global_pooling': 'max', 'learning_rate': 0.0008967614802823573, 'weight_decay': 0.00013339617705966745, 'beta_0': 0.895836897811319, 'beta_1': 0.9844074168945282, 'epsilon': 1.0831130219273122e-07, 'balanced_loss': False, 'epochs': 190, 'early_stopping_patience': 19, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:08:31,356] Trial 246 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4310717830935329, 'batch_size': 88, 'attention_heads': 15, 'hidden_dimension': 86, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3860561345889163, 'global_pooling': 'max', 'learning_rate': 0.0013701057829557668, 'weight_decay': 0.00011901773392002022, 'beta_0': 0.8899487435910575, 'beta_1': 0.9857082383940854, 'epsilon': 4.469714258319628e-08, 'balanced_loss': True, 'epochs': 56, 'early_stopping_patience': 17, 'plateau_patience': 24, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:15:15,756] Trial 247 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.524773037383242, 'batch_size': 120, 'attention_heads': 11, 'hidden_dimension': 104, 'number_of_hidden_layers': 1, 'dropout_rate': 0.41096489421211363, 'global_pooling': 'max', 'learning_rate': 0.003066118024940478, 'weight_decay': 0.00010041886645303939, 'beta_0': 0.8426117665249578, 'beta_1': 0.9978671585867046, 'epsilon': 1.7808484821555616e-05, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:22:43,713] Trial 248 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.47030896547296125, 'batch_size': 84, 'attention_heads': 8, 'hidden_dimension': 213, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43391763011929363, 'global_pooling': 'max', 'learning_rate': 0.0019124363591010542, 'weight_decay': 0.00016411705467164034, 'beta_0': 0.8451076215692812, 'beta_1': 0.9935700167929968, 'epsilon': 2.878562046492613e-08, 'balanced_loss': False, 'epochs': 137, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:29:33,917] Trial 249 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5852602938108892, 'batch_size': 75, 'attention_heads': 9, 'hidden_dimension': 120, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46172088246764, 'global_pooling': 'max', 'learning_rate': 0.0004306005252774632, 'weight_decay': 6.626257395907563e-05, 'beta_0': 0.8472325787137078, 'beta_1': 0.9893427208596507, 'epsilon': 5.927706005347588e-08, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 07:36:22,292] Trial 250 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4212255814381356, 'batch_size': 93, 'attention_heads': 9, 'hidden_dimension': 112, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33114121160311955, 'global_pooling': 'max', 'learning_rate': 0.0010295067958012338, 'weight_decay': 4.26422802994963e-05, 'beta_0': 0.89865278045135, 'beta_1': 0.9851380988755924, 'epsilon': 3.355126561611135e-05, 'balanced_loss': False, 'epochs': 141, 'early_stopping_patience': 15, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 1 with value: 0.8888888888888888.

[TRIAL] 197 [VALIDATION PERFORMANCE] 0.8888888888888888 [TRAINING LOSS] 0.28380375465861074 [VALIDATION LOSS] 0.3198605797120503 

number                                     197
value                                 0.888889
params_threshold                      0.767328
params_attention_heads                      10
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                          107
params_dropout_rate                   0.459045
params_early_stopping_patience              15
params_epochs                              179
params_global_pooling                      max
params_hidden_dimension                    122
params_learning_rate                  0.001585
params_number_of_hidden_layers               1
params_plateau_divider                       2
params_plateau_patience                     13
params_weight_decay                   0.000013
params_beta_0                         0.834248
params_beta_1                         0.986524
params_epsilon                             0.0
user_attrs_epoch                           7.0
user_attrs_training_loss              0.283804
user_attrs_validation_loss            0.319861
Name: 197, dtype: object
37 Val: 0.8741209563994374 Test: 0.8787281935846933
38 Val: 0.8776371308016878 Test: 0.8871693866066404
39 Val: 0.8832630098452883 Test: 0.8809791783905458
40 Val: 0.8811533052039381 Test: 0.8767585818795723
41 Val: 0.8804500703234881 Test: 0.887450759707372
42 Val: 0.8804500703234881 Test: 0.8722566122678672
43 Val: 0.8776371308016878 Test: 0.8798536859876196
44 Val: 0.8748241912798875 Test: 0.8857625211029826
45 Val: 0.8769338959212377 Test: 0.8798536859876196
46 Val: 0.8755274261603375 Test: 0.8857625211029826
Validation performance: 87.41 & 87.82 ± 0.3 & 88.33
Testing performance: 87.23 & 88.15 ± 0.5 & 88.75

[TRIAL] 1 [VALIDATION PERFORMANCE] 0.8888888888888888 [TRAINING LOSS] 0.10697398163999121 [VALIDATION LOSS] 0.3824431945880254 

number                                       1
value                                 0.888889
params_threshold                      0.435778
params_attention_heads                      16
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                          245
params_dropout_rate                   0.329302
params_early_stopping_patience              12
params_epochs                              132
params_global_pooling                     mean
params_hidden_dimension                    213
params_learning_rate                  0.000957
params_number_of_hidden_layers               1
params_plateau_divider                       8
params_plateau_patience                     25
params_weight_decay                   0.000001
params_beta_0                         0.890439
params_beta_1                         0.984882
params_epsilon                        0.000004
user_attrs_epoch                          19.0
user_attrs_training_loss              0.106974
user_attrs_validation_loss            0.382443
Name: 1, dtype: object
37 Val: 0.8818565400843882 Test: 0.8736634777715251
38 Val: 0.8783403656821378 Test: 0.8770399549803038
39 Val: 0.8748241912798875 Test: 0.8770399549803038
40 Val: 0.8776371308016878 Test: 0.8750703432751828
41 Val: 0.869198312236287 Test: 0.8731007315700618
42 Val: 0.8839662447257384 Test: 0.8728193584693303
43 Val: 0.8790436005625879 Test: 0.8821046707934721
44 Val: 0.8748241912798875 Test: 0.8702870005627462
45 Val: 0.8748241912798875 Test: 0.8764772087788407
46 Val: 0.8825597749648383 Test: 0.8790095666854248
Validation performance: 86.92 & 87.77 ± 0.45 & 88.4
Testing performance: 87.03 & 87.57 ± 0.34 & 88.21

[TRIAL] 101 [VALIDATION PERFORMANCE] 0.8874824191279888 [TRAINING LOSS] 0.2733142861397937 [VALIDATION LOSS] 0.3002410661429167 

number                                     101
value                                 0.887482
params_threshold                       0.50007
params_attention_heads                       9
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           89
params_dropout_rate                   0.447386
params_early_stopping_patience              23
params_epochs                              130
params_global_pooling                      max
params_hidden_dimension                    116
params_learning_rate                  0.004833
params_number_of_hidden_layers               1
params_plateau_divider                       4
params_plateau_patience                     16
params_weight_decay                   0.000128
params_beta_0                         0.849326
params_beta_1                         0.992838
params_epsilon                        0.000002
user_attrs_epoch                           9.0
user_attrs_training_loss              0.273314
user_attrs_validation_loss            0.300241
Name: 101, dtype: object
37 Val: 0.8790436005625879 Test: 0.8764772087788407
38 Val: 0.8769338959212377 Test: 0.877602701181767
39 Val: 0.8734177215189873 Test: 0.8747889701744513
40 Val: 0.8825597749648383 Test: 0.8747889701744513
41 Val: 0.8769338959212377 Test: 0.8773213280810355
42 Val: 0.8804500703234881 Test: 0.8688801350590883
43 Val: 0.8832630098452883 Test: 0.8773213280810355
44 Val: 0.8783403656821378 Test: 0.8792909397861565
45 Val: 0.8776371308016878 Test: 0.8761958356781092
46 Val: 0.8769338959212377 Test: 0.8787281935846933
Validation performance: 87.34 & 87.86 ± 0.29 & 88.33
Testing performance: 86.89 & 87.61 ± 0.29 & 87.93

[TRIAL] 156 [VALIDATION PERFORMANCE] 0.8874824191279888 [TRAINING LOSS] 0.2592529454440982 [VALIDATION LOSS] 0.30062366064105717 

number                                     156
value                                 0.887482
params_threshold                      0.459148
params_attention_heads                      10
params_balanced_loss                     False
params_embedding_pooling_operation         max
params_attention_pooling_operation         max
params_batch_size                          107
params_dropout_rate                   0.360773
params_early_stopping_patience              21
params_epochs                              168
params_global_pooling                      max
params_hidden_dimension                    109
params_learning_rate                  0.003426
params_number_of_hidden_layers               2
params_plateau_divider                       3
params_plateau_patience                     16
params_weight_decay                   0.000124
params_beta_0                         0.887001
params_beta_1                          0.99482
params_epsilon                         0.00003
user_attrs_epoch                           7.0
user_attrs_training_loss              0.259253
user_attrs_validation_loss            0.300624
Name: 156, dtype: object
37 Val: 0.8804500703234881 Test: 0.879572312886888
38 Val: 0.8790436005625879 Test: 0.8705683736634777
39 Val: 0.8762306610407876 Test: 0.8804164321890827
40 Val: 0.8748241912798875 Test: 0.879572312886888
41 Val: 0.8762306610407876 Test: 0.8809791783905458
42 Val: 0.8867791842475387 Test: 0.8843556555993247
43 Val: 0.8804500703234881 Test: 0.8742262239729882
44 Val: 0.8783403656821378 Test: 0.8804164321890827
45 Val: 0.879746835443038 Test: 0.8837929093978616
46 Val: 0.8727144866385372 Test: 0.8764772087788407
Validation performance: 87.27 & 87.85 ± 0.39 & 88.68
Testing performance: 87.06 & 87.9 ± 0.42 & 88.44

[TRIAL] 168 [VALIDATION PERFORMANCE] 0.8867791842475387 [TRAINING LOSS] 0.28027318980958726 [VALIDATION LOSS] 0.2919187769293785 

number                                     168
value                                 0.886779
params_threshold                      0.520799
params_attention_heads                       5
params_balanced_loss                     False
params_embedding_pooling_operation         max
params_attention_pooling_operation         max
params_batch_size                          129
params_dropout_rate                   0.470303
params_early_stopping_patience              19
params_epochs                              168
params_global_pooling                      max
params_hidden_dimension                    120
params_learning_rate                  0.003571
params_number_of_hidden_layers               2
params_plateau_divider                       4
params_plateau_patience                     17
params_weight_decay                   0.000171
params_beta_0                          0.88589
params_beta_1                         0.996104
params_epsilon                        0.000001
user_attrs_epoch                           8.0
user_attrs_training_loss              0.280273
user_attrs_validation_loss            0.291919
Name: 168, dtype: object
37 Val: 0.8776371308016878 Test: 0.8640967923466517
38 Val: 0.8846694796061885 Test: 0.8792909397861565
39 Val: 0.879746835443038 Test: 0.879572312886888
40 Val: 0.8783403656821378 Test: 0.8708497467642093
41 Val: 0.8853727144866386 Test: 0.879572312886888
42 Val: 0.8811533052039381 Test: 0.8694428812605515
43 Val: 0.879746835443038 Test: 0.8736634777715251
44 Val: 0.8825597749648383 Test: 0.8745075970737197
45 Val: 0.8776371308016878 Test: 0.8871693866066404
46 Val: 0.8790436005625879 Test: 0.8806978052898143
Validation performance: 87.76 & 88.06 ± 0.28 & 88.54
Testing performance: 86.41 & 87.59 ± 0.67 & 88.72

[RTSP] Elapsed time: 1571.3080306053162 minutes.
