[I 2024-12-02 10:47:13,435] A new study created in RDB with name: Ohsumed-GATv2-xlnet-xlnet-base-cased-Grouped-No_Aggregation
CUDA out of memory. Tried to allocate 3.43 GiB. GPU 0 has a total capacity of 44.56 GiB of which 3.24 GiB is free. Including non-PyTorch memory, this process has 41.31 GiB memory in use. Of the allocated memory 38.90 GiB is allocated by PyTorch, and 1.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 11:00:38,925] Trial 0 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8116161415975183, 'batch_size': 116, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: -1.0.
[I 2024-12-04 01:11:43,940] Trial 142 finished with value: 0.5892486111478314 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8100370187720791, 'batch_size': 89, 'attention_heads': 4, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3537362046061104, 'global_pooling': 'mean', 'learning_rate': 0.0019620034723349055, 'weight_decay': 9.82831328006625e-05, 'beta_0': 0.838604038648137, 'beta_1': 0.9859894109311438, 'epsilon': 1.614550665711555e-07, 'balanced_loss': True, 'epochs': 108, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 01:27:45,608] Trial 143 finished with value: 0.5629953654194259 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8114926098480193, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 151, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3414987093987752, 'global_pooling': 'mean', 'learning_rate': 0.0020580551897580305, 'weight_decay': 9.752506727583319e-05, 'beta_0': 0.8444815223844125, 'beta_1': 0.98641261583072, 'epsilon': 1.6848228236459626e-07, 'balanced_loss': True, 'epochs': 108, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 01:43:55,243] Trial 144 finished with value: 0.5547125053666396 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8222411346883255, 'batch_size': 92, 'attention_heads': 4, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35537995529537836, 'global_pooling': 'mean', 'learning_rate': 0.002800160289631082, 'weight_decay': 0.00014273781879908207, 'beta_0': 0.8394892252179698, 'beta_1': 0.9856615795588015, 'epsilon': 1.1028938895387627e-07, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 01:59:58,815] Trial 145 finished with value: 0.5602563216095394 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8094053414004941, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33355301323015113, 'global_pooling': 'mean', 'learning_rate': 0.0018083225876751295, 'weight_decay': 0.00012004343512536787, 'beta_0': 0.8321352608530727, 'beta_1': 0.9885832325441314, 'epsilon': 7.74657183341214e-08, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 02:19:42,533] Trial 146 finished with value: 0.6231222973387793 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8164946608329378, 'batch_size': 94, 'attention_heads': 5, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35098280798762005, 'global_pooling': 'mean', 'learning_rate': 0.001237398764353228, 'weight_decay': 7.16754920874645e-05, 'beta_0': 0.8411185389747841, 'beta_1': 0.9859602698750596, 'epsilon': 5.1541186354034074e-08, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 02:37:55,596] Trial 147 finished with value: 0.5137631072718797 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8163113362156365, 'batch_size': 94, 'attention_heads': 5, 'hidden_dimension': 177, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3617738659692768, 'global_pooling': 'mean', 'learning_rate': 0.0022541947760295507, 'weight_decay': 8.560244759816827e-05, 'beta_0': 0.8416229624442625, 'beta_1': 0.9860868232487999, 'epsilon': 4.033638612348557e-08, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 02:57:36,348] Trial 148 finished with value: 0.5017985836835158 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8109410474503046, 'batch_size': 90, 'attention_heads': 5, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35193692946742305, 'global_pooling': 'max', 'learning_rate': 0.0012417732474052407, 'weight_decay': 7.127115665113277e-05, 'beta_0': 0.8381124799640833, 'beta_1': 0.987540881850007, 'epsilon': 5.3405613884277516e-08, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 03:15:56,733] Trial 149 finished with value: 0.5448900493460382 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8033783421826256, 'batch_size': 81, 'attention_heads': 5, 'hidden_dimension': 168, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3585430845423904, 'global_pooling': 'mean', 'learning_rate': 0.0015716707795082184, 'weight_decay': 6.0464463225599876e-05, 'beta_0': 0.8374055540733215, 'beta_1': 0.9868747304840361, 'epsilon': 2.756738130536689e-08, 'balanced_loss': True, 'epochs': 109, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 03:33:24,433] Trial 150 finished with value: 0.5050796353028071 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8188283244793533, 'batch_size': 88, 'attention_heads': 4, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36740315670442075, 'global_pooling': 'mean', 'learning_rate': 0.001048046756904608, 'weight_decay': 0.00014498507631521986, 'beta_0': 0.8400493032774814, 'beta_1': 0.9871759015072087, 'epsilon': 6.797875843148725e-08, 'balanced_loss': True, 'epochs': 116, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 03:50:30,694] Trial 151 finished with value: 0.6033775071591767 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8259235390065076, 'batch_size': 85, 'attention_heads': 4, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3448904014688571, 'global_pooling': 'mean', 'learning_rate': 0.0012637624771281567, 'weight_decay': 9.652154223852523e-05, 'beta_0': 0.8356420954583192, 'beta_1': 0.9859742836223943, 'epsilon': 9.444825334321257e-08, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 04:07:36,916] Trial 152 finished with value: 0.5507822036591672 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8133696798870127, 'batch_size': 84, 'attention_heads': 4, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33932683503240985, 'global_pooling': 'mean', 'learning_rate': 0.0013678997897849004, 'weight_decay': 7.79406347905251e-05, 'beta_0': 0.8320246660432291, 'beta_1': 0.9858988339166181, 'epsilon': 5.412093888966734e-08, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 04:24:24,669] Trial 153 finished with value: 0.5716014637143961 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8270970777821901, 'batch_size': 86, 'attention_heads': 4, 'hidden_dimension': 171, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35054445074486235, 'global_pooling': 'mean', 'learning_rate': 0.0019801167298728814, 'weight_decay': 0.0001003428591225651, 'beta_0': 0.8340790772815685, 'beta_1': 0.9864438185425991, 'epsilon': 1.3652714396526324e-07, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
CUDA out of memory. Tried to allocate 2.88 GiB. GPU 0 has a total capacity of 44.56 GiB of which 952.69 MiB is free. Including non-PyTorch memory, this process has 43.62 GiB memory in use. Of the allocated memory 41.67 GiB is allocated by PyTorch, and 817.56 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-04 04:37:10,585] Trial 154 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8170825936776558, 'batch_size': 93, 'attention_heads': 13, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34281610936482276, 'global_pooling': 'mean', 'learning_rate': 0.0015579252306050834, 'weight_decay': 0.00011571526391402265, 'beta_0': 0.8353709139731336, 'beta_1': 0.9852241171292804, 'epsilon': 4.4709369950031434e-08, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 04:55:07,622] Trial 155 finished with value: 0.6128630738407067 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8088741101318496, 'batch_size': 99, 'attention_heads': 4, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3343531749145541, 'global_pooling': 'mean', 'learning_rate': 0.0012726738499597102, 'weight_decay': 2.402188186937252e-05, 'beta_0': 0.8283284175897362, 'beta_1': 0.9848496870379004, 'epsilon': 3.3526406097987116e-08, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 05:13:34,065] Trial 156 finished with value: 0.5821959670026089 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8082538564473755, 'batch_size': 98, 'attention_heads': 4, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3342053047686475, 'global_pooling': 'mean', 'learning_rate': 0.0012011686478765613, 'weight_decay': 2.2474671102431566e-05, 'beta_0': 0.8282933881394722, 'beta_1': 0.9848613290389258, 'epsilon': 3.465306969417546e-08, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 05:31:38,858] Trial 157 finished with value: 0.6062236501225745 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8063012901011599, 'batch_size': 101, 'attention_heads': 4, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33116995227628193, 'global_pooling': 'mean', 'learning_rate': 0.0012270259267215416, 'weight_decay': 1.5983024900095033e-05, 'beta_0': 0.828506062145197, 'beta_1': 0.9857925033196969, 'epsilon': 3.620465494560032e-08, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 05:48:28,536] Trial 158 finished with value: 0.5595448969961972 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8047317667341305, 'batch_size': 101, 'attention_heads': 4, 'hidden_dimension': 175, 'number_of_hidden_layers': 1, 'dropout_rate': 0.319254168887382, 'global_pooling': 'mean', 'learning_rate': 0.0023277635801245474, 'weight_decay': 1.7958867611186274e-05, 'beta_0': 0.8259759128163218, 'beta_1': 0.9860412383235055, 'epsilon': 4.989902997981761e-08, 'balanced_loss': True, 'epochs': 86, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
CUDA out of memory. Tried to allocate 3.76 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.71 GiB is free. Including non-PyTorch memory, this process has 41.85 GiB memory in use. Of the allocated memory 39.79 GiB is allocated by PyTorch, and 924.26 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-04 06:01:12,423] Trial 159 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.820567570821164, 'batch_size': 90, 'attention_heads': 16, 'hidden_dimension': 194, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32662420998338015, 'global_pooling': 'mean', 'learning_rate': 0.0013696282766957049, 'weight_decay': 2.1882676156412962e-05, 'beta_0': 0.8313194046098786, 'beta_1': 0.9854636685491295, 'epsilon': 7.723890239076291e-08, 'balanced_loss': True, 'epochs': 80, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 2}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 06:19:48,124] Trial 160 finished with value: 0.584282793590649 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8011775362883604, 'batch_size': 98, 'attention_heads': 4, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3341865172407319, 'global_pooling': 'mean', 'learning_rate': 0.0009874086991029317, 'weight_decay': 1.4110799601849885e-05, 'beta_0': 0.8447775833736723, 'beta_1': 0.9865387284017283, 'epsilon': 4.0092476595589356e-08, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 06:40:18,661] Trial 161 finished with value: 0.5677123285097097 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8020339846405895, 'batch_size': 99, 'attention_heads': 4, 'hidden_dimension': 184, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3342062601160341, 'global_pooling': 'mean', 'learning_rate': 0.0009559066201499991, 'weight_decay': 1.0548388681831195e-05, 'beta_0': 0.8430722113855914, 'beta_1': 0.9864357214314279, 'epsilon': 4.0437324521947166e-08, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 06:55:45,384] Trial 162 finished with value: 0.3467957836833821 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8062521854574339, 'batch_size': 95, 'attention_heads': 4, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35432124555012434, 'global_pooling': 'mean', 'learning_rate': 0.0006393917424131259, 'weight_decay': 2.4423063322531778e-05, 'beta_0': 0.8408516076544894, 'beta_1': 0.9860339474011245, 'epsilon': 6.153626456714395e-08, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 07:13:32,834] Trial 163 finished with value: 0.5982381476304293 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8146540069309267, 'batch_size': 96, 'attention_heads': 4, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3612685385412563, 'global_pooling': 'mean', 'learning_rate': 0.0011547642708754373, 'weight_decay': 1.3319114878738726e-05, 'beta_0': 0.8379256306517493, 'beta_1': 0.9857433552939067, 'epsilon': 3.127855741417525e-08, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 07:30:53,782] Trial 164 finished with value: 0.4030054853599787 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8143652353630791, 'batch_size': 102, 'attention_heads': 4, 'hidden_dimension': 168, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3594860182707945, 'global_pooling': 'mean', 'learning_rate': 0.0017872978243929111, 'weight_decay': 1.590906719410651e-05, 'beta_0': 0.836787982591826, 'beta_1': 0.9857876233215005, 'epsilon': 3.130150490201513e-08, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 07:49:06,781] Trial 165 finished with value: 0.5992558168199779 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8162075987624524, 'batch_size': 81, 'attention_heads': 4, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35043199012718673, 'global_pooling': 'mean', 'learning_rate': 0.001217018776605659, 'weight_decay': 1.1885749257953631e-05, 'beta_0': 0.8295567696623865, 'beta_1': 0.9871042790080812, 'epsilon': 2.7467283915809996e-08, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 08:04:47,514] Trial 166 finished with value: 0.4346165249063323 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8260767335625463, 'batch_size': 92, 'attention_heads': 4, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3397492548124435, 'global_pooling': 'mean', 'learning_rate': 0.0012920739415262373, 'weight_decay': 1.0095740561216645e-05, 'beta_0': 0.827209965739736, 'beta_1': 0.9872359499049367, 'epsilon': 2.559011454352616e-08, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 08:23:11,668] Trial 167 finished with value: 0.3359924853509149 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8079553772802353, 'batch_size': 79, 'attention_heads': 4, 'hidden_dimension': 178, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3523312286788425, 'global_pooling': 'sum', 'learning_rate': 0.0027926425517176903, 'weight_decay': 1.3083758611064527e-05, 'beta_0': 0.8233878305893844, 'beta_1': 0.9869063097662399, 'epsilon': 2.9033833470053076e-08, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 2}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 08:41:48,954] Trial 168 finished with value: 0.5931699211042032 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8178072393910583, 'batch_size': 85, 'attention_heads': 5, 'hidden_dimension': 164, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3480597723473859, 'global_pooling': 'mean', 'learning_rate': 0.0011264955141724055, 'weight_decay': 1.0731838956353511e-05, 'beta_0': 0.8281723172874996, 'beta_1': 0.9874465310424186, 'epsilon': 3.5364386843582786e-08, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 09:00:58,199] Trial 169 finished with value: 0.5854127809558338 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9037843057676395, 'batch_size': 85, 'attention_heads': 14, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34279145231136415, 'global_pooling': 'mean', 'learning_rate': 0.0015504935712803527, 'weight_decay': 7.78073258405776e-06, 'beta_0': 0.829166931487031, 'beta_1': 0.9890829021901553, 'epsilon': 4.992949041216806e-08, 'balanced_loss': True, 'epochs': 86, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 09:19:40,168] Trial 170 finished with value: 0.5163013921160916 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8100474087703339, 'batch_size': 82, 'attention_heads': 5, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3619260447406471, 'global_pooling': 'mean', 'learning_rate': 0.001158104362675338, 'weight_decay': 1.1548911334125594e-05, 'beta_0': 0.831361497862153, 'beta_1': 0.9882567447995253, 'epsilon': 2.4575454511099163e-08, 'balanced_loss': True, 'epochs': 83, 'early_stopping_patience': 15, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 09:37:58,797] Trial 171 finished with value: 0.5878614960785924 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8197394182330071, 'batch_size': 88, 'attention_heads': 4, 'hidden_dimension': 167, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34976047926027093, 'global_pooling': 'mean', 'learning_rate': 0.0007974330315718778, 'weight_decay': 1.8208978767754842e-05, 'beta_0': 0.8296912671340338, 'beta_1': 0.9876691049958225, 'epsilon': 3.7288406839817834e-08, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 09:54:33,961] Trial 172 finished with value: 0.5944537571234619 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8171318549694407, 'batch_size': 87, 'attention_heads': 4, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34732426014647444, 'global_pooling': 'mean', 'learning_rate': 0.0019814411284321334, 'weight_decay': 1.7667501011281367e-05, 'beta_0': 0.8297890263764716, 'beta_1': 0.987507595723629, 'epsilon': 3.387712751158042e-08, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 10:11:09,043] Trial 173 finished with value: 0.5551990530926186 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8155676541585417, 'batch_size': 76, 'attention_heads': 4, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3282896363798487, 'global_pooling': 'mean', 'learning_rate': 0.00206298381278435, 'weight_decay': 2.764189087461635e-05, 'beta_0': 0.8268742094860044, 'beta_1': 0.9873478491754331, 'epsilon': 3.1693697439945933e-08, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 10:28:59,939] Trial 174 finished with value: 0.5782209990875677 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8119637535060605, 'batch_size': 96, 'attention_heads': 5, 'hidden_dimension': 175, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3462836528932955, 'global_pooling': 'mean', 'learning_rate': 0.001724239755325923, 'weight_decay': 1.8143976371664642e-05, 'beta_0': 0.8326449001788746, 'beta_1': 0.987906982931496, 'epsilon': 4.5102668033402066e-08, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 21, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 146 with value: 0.6231222973387793.
[I 2024-12-04 10:45:59,724] Trial 175 finished with value: 0.5351847563813265 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8235312627631403, 'batch_size': 86, 'attention_heads': 4, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3373017979689453, 'global_pooling': 'mean', 'learning_rate': 0.0033916137641253757, 'weight_decay': 1.3180734977076983e-05, 'beta_0': 0.8305775127269818, 'beta_1': 0.9857241123253121, 'epsilon': 6.224060050083664e-08, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 3}. Best is trial 146 with value: 0.6231222973387793.
slurmstepd: error: *** JOB 14043350 ON gpu056 CANCELLED AT 2024-12-04T10:47:22 DUE TO TIME LIMIT ***
